Date,Open,High,Low,Close,Adj Close,Volume
2006-02-15,142.0,145.5,141.399994,145.139999,125.14834599999999,4330700
2006-02-16,146.100006,146.350006,144.21000700000002,145.899994,125.803665,2847300
2006-02-17,146.190002,146.220001,144.059998,145.53999299999998,125.49321699999999,2407200
2006-02-21,145.559998,145.75,143.009995,143.449997,123.69113899999999,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,125.48468799999999,2664200
2006-02-23,145.610001,145.610001,143.78999299999998,143.96000700000002,124.130898,2457400
2006-02-24,143.050003,145.399994,143.050003,144.16000400000001,124.303375,2314700
2006-02-27,144.809998,145.25,143.33999599999999,143.820007,124.010223,2282200
2006-02-28,143.600006,144.16000400000001,141.110001,141.28999299999998,121.82869,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,123.432396,2989900
2006-03-02,143.070007,144.860001,142.240005,144.0,124.165398,2902300
2006-03-03,143.5,147.479996,143.100006,146.0,125.889931,4042700
2006-03-06,146.53999299999998,147.080002,144.309998,145.020004,125.04491399999999,2900600
2006-03-07,144.369995,144.46000700000002,143.169998,144.279999,124.406815,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,122.863373,3633100
2006-03-09,142.66000400000001,143.399994,141.199997,141.699997,122.182144,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,122.035576,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,121.337135,4945700
2006-03-14,145.919998,149.5,145.619995,149.419998,128.838806,11360100
2006-03-15,148.300003,149.639999,147.58999599999999,149.0,128.47663899999998,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,127.34711499999999,6025800
2006-03-17,148.25,151.53999299999998,148.029999,150.360001,129.649384,6670000
2006-03-20,150.050003,152.66000400000001,149.800003,152.179993,131.218674,4896800
2006-03-21,151.610001,152.0,149.009995,149.399994,128.821548,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,130.908264,3770800
2006-03-23,151.169998,151.96000700000002,150.449997,151.669998,130.778946,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,131.210068,2651700
2006-03-27,152.130005,155.360001,152.130005,155.0,133.650253,4314600
2006-03-28,155.009995,157.820007,154.16000400000001,154.16000400000001,132.925903,6481600
2006-03-29,154.899994,157.570007,154.83999599999999,156.899994,135.28855900000002,4458100
2006-03-30,157.729996,159.630005,155.71000700000002,156.809998,135.21090700000002,4771000
2006-03-31,157.0,158.380005,156.25,156.96000700000002,135.34028600000002,3298400
2006-04-03,157.990005,159.880005,156.919998,158.119995,136.340485,3979800
2006-04-04,158.119995,161.360001,158.119995,161.0,138.82380700000002,5088800
2006-04-05,160.5,161.919998,160.0,160.75,138.60818500000002,4191500
2006-04-06,160.070007,162.070007,160.070007,162.03999299999998,139.720505,4180900
2006-04-07,162.03999299999998,163.16000400000001,159.889999,161.020004,138.841049,4964100
2006-04-10,162.5,164.050003,161.449997,162.46000700000002,140.08268700000002,4470700
2006-04-11,163.0,163.300003,158.509995,159.149994,137.228622,4962800
2006-04-12,159.630005,160.300003,158.399994,159.520004,137.547699,3404000
2006-04-13,158.449997,159.690002,158.199997,159.429993,137.470016,2217100
2006-04-17,160.25,163.21000700000002,160.0,161.940002,139.634308,3381700
2006-04-18,162.75,166.179993,161.320007,165.550003,142.74708600000002,4828300
2006-04-19,164.550003,167.570007,163.600006,167.050003,144.04039,4670400
2006-04-20,166.059998,169.309998,166.059998,168.550003,145.333847,4893900
2006-04-21,168.619995,168.66000400000001,165.320007,165.889999,143.33789099999998,3591500
2006-04-24,165.5,166.270004,163.5,165.350006,142.87129199999998,3431400
2006-04-25,165.350006,165.600006,161.759995,162.800003,140.667953,3361400
2006-04-26,163.5,164.649994,162.199997,163.399994,141.186386,3032600
2006-04-27,163.350006,165.78999299999998,162.100006,163.970001,141.678955,4063900
2006-04-28,163.809998,164.889999,158.649994,160.28999299999998,138.49916100000002,5349000
2006-05-01,160.300003,161.669998,156.080002,156.449997,135.181198,5652300
2006-05-02,157.600006,160.0,157.119995,158.830002,137.23764,3710700
2006-05-03,159.5,159.850006,157.75,159.149994,137.514175,2521000
2006-05-04,159.16000400000001,160.330002,158.0,158.03999299999998,136.55508400000002,2554600
2006-05-05,159.75,164.600006,159.690002,164.389999,142.041779,3737500
2006-05-08,164.389999,166.550003,162.199997,163.529999,141.298706,2395700
2006-05-09,163.75,166.259995,163.699997,165.75,143.216934,2615300
2006-05-10,164.850006,165.41000400000001,162.050003,164.08999599999999,141.782532,3215800
2006-05-11,164.380005,164.490005,158.600006,159.279999,137.626465,3639600
2006-05-12,158.75,159.699997,156.070007,156.110001,134.88738999999998,4579300
2006-05-15,154.600006,157.0,151.110001,153.139999,132.321182,6119200
2006-05-16,153.600006,155.110001,150.619995,152.699997,131.94096399999998,4016000
2006-05-17,150.850006,151.149994,147.0,148.21000700000002,128.061417,7477600
2006-05-18,149.360001,150.25,146.25,147.029999,127.041878,6076200
2006-05-19,148.300003,150.449997,146.75,149.41000400000001,129.098267,6502500
2006-05-22,148.509995,148.509995,143.33999599999999,146.149994,126.28141000000001,8472600
2006-05-23,148.050003,148.880005,143.699997,143.699997,124.164528,5606600
2006-05-24,143.649994,145.58999599999999,140.419998,143.919998,124.35459099999999,8759600
2006-05-25,145.199997,147.320007,144.679993,147.320007,127.29235800000001,5611300
2006-05-26,150.0,152.940002,149.470001,152.940002,132.148422,5749700
2006-05-30,151.0,151.949997,149.25,149.830002,129.461197,5217200
2006-05-31,151.300003,152.389999,149.149994,150.949997,130.428925,5262200
2006-06-01,150.919998,153.58999599999999,150.190002,153.550003,132.675415,4206200
2006-06-02,155.5,157.0,153.600006,154.08999599999999,133.142029,4253400
2006-06-05,154.949997,156.28999299999998,149.850006,150.399994,129.953674,5400000
2006-06-06,151.389999,152.059998,147.5,149.240005,128.95138500000002,6562400
2006-06-07,149.25,152.529999,148.300003,149.949997,129.56491100000002,4319900
2006-06-08,148.800003,150.669998,144.5,149.759995,129.40069599999998,7885500
2006-06-09,151.0,152.100006,148.990005,149.889999,129.513,4407300
2006-06-12,150.300003,150.720001,145.0,145.0,125.287773,5860300
2006-06-13,144.5,145.5,138.009995,139.25,120.319473,15679700
2006-06-14,139.75,141.759995,136.78999299999998,138.5,119.671494,10541300
2006-06-15,140.399994,145.190002,140.070007,144.119995,124.527397,10870200
2006-06-16,143.300003,144.58999599999999,142.610001,144.0,124.423767,6368000
2006-06-19,144.979996,145.75,142.949997,143.75,124.207756,6517300
2006-06-20,144.649994,145.990005,143.58999599999999,145.259995,125.512428,5808700
2006-06-21,145.770004,150.320007,145.5,149.830002,129.461197,7645900
2006-06-22,149.71000700000002,150.5,146.949997,148.309998,128.14781200000002,4402000
2006-06-23,147.850006,149.399994,147.21000700000002,147.919998,127.81086,3488000
2006-06-26,148.919998,149.949997,148.100006,149.899994,129.521591,3799600
2006-06-27,149.050003,150.889999,147.16000400000001,147.16000400000001,127.15418999999999,3666400
2006-06-28,147.41000400000001,148.5,145.070007,146.490005,126.57518799999998,4907100
2006-06-29,148.100006,152.199997,146.350006,152.199997,131.50903300000002,6656800
2006-06-30,152.199997,152.720001,149.5,150.429993,129.979614,5973300
2006-07-03,151.929993,152.78999299999998,151.33999599999999,152.449997,131.724976,3250500
2006-07-05,151.699997,151.699997,150.0,150.949997,130.428925,4478600
2006-07-06,152.28999299999998,152.300003,150.199997,150.580002,130.109253,3441000
2006-07-07,150.009995,150.5,148.440002,148.509995,128.320618,3618700
2006-07-10,149.25,150.41000400000001,148.16000400000001,148.850006,128.614426,2946100
2006-07-11,148.399994,149.0,146.550003,148.669998,128.458862,3817200
2006-07-12,148.699997,149.229996,145.070007,145.270004,125.521103,4300100
2006-07-13,144.029999,145.199997,142.100006,142.550003,123.170883,6116700
2006-07-14,143.100006,143.5,138.970001,140.100006,121.05394,5659400
2006-07-17,140.100006,142.270004,139.199997,140.869995,121.71926100000002,4528700
2006-07-18,140.619995,142.479996,139.899994,142.33999599999999,122.98941,5874300
2006-07-19,142.699997,147.850006,142.699997,146.970001,126.98996000000001,6079400
2006-07-20,146.699997,147.800003,145.0,145.179993,125.443321,4264500
2006-07-21,145.050003,145.059998,141.800003,142.03999299999998,123.026772,4682400
2006-07-24,143.300003,147.5,143.059998,146.899994,127.23623700000002,4610700
2006-07-25,146.899994,149.669998,145.33999599999999,148.490005,128.613373,4984000
2006-07-26,147.5,148.820007,146.690002,147.380005,127.652046,3326000
2006-07-27,148.699997,149.630005,147.58999599999999,148.259995,128.4142,4085900
2006-07-28,149.649994,152.350006,149.330002,151.720001,131.41104099999998,4752200
2006-07-31,151.600006,153.729996,150.66000400000001,152.75,132.303146,4370000
2006-08-01,151.630005,151.740005,149.58999599999999,151.259995,131.012604,3468500
2006-08-02,150.259995,150.5,147.53999299999998,149.899994,129.834625,6139300
2006-08-03,148.75,153.149994,148.470001,152.100006,131.74025,3854000
2006-08-04,154.0,156.28999299999998,152.169998,152.990005,132.511047,4892300
2006-08-07,152.119995,154.850006,151.759995,152.649994,132.21653700000002,3029800
2006-08-08,152.649994,155.399994,150.490005,151.449997,131.177185,6199900
2006-08-09,153.5,153.75,149.600006,150.009995,129.92996200000002,4234300
2006-08-10,149.5,152.119995,148.5,151.630005,131.333099,3782100
2006-08-11,152.350006,152.869995,149.990005,151.110001,130.882706,2576500
2006-08-14,152.479996,153.009995,149.429993,150.369995,130.24179099999998,3110900
2006-08-15,152.380005,153.990005,151.21000700000002,152.649994,132.21653700000002,4907000
2006-08-16,153.949997,155.050003,152.720001,154.990005,134.243332,3563900
2006-08-17,153.899994,156.869995,153.850006,154.449997,133.77563500000002,3365700
2006-08-18,154.449997,154.75,153.0,154.679993,133.97483799999998,2742100
2006-08-21,153.16000400000001,154.25,151.639999,153.830002,133.238586,3731200
2006-08-22,154.360001,155.009995,153.050003,154.149994,133.515747,3696600
2006-08-23,153.41000400000001,154.75,152.149994,152.699997,132.259811,2811300
2006-08-24,153.550003,153.600006,150.75,151.399994,131.133926,3100000
2006-08-25,150.690002,151.419998,149.75,150.070007,129.981842,2476200
2006-08-28,148.25,150.53999299999998,147.880005,149.529999,129.514206,4151000
2006-08-29,149.600006,149.78999299999998,145.66000400000001,147.08999599999999,127.40075700000001,4939600
2006-08-30,147.199997,147.759995,146.419998,147.059998,127.37486299999999,2938000
2006-08-31,147.070007,148.75,147.070007,148.649994,128.752014,2834300
2006-09-01,148.699997,149.429993,147.130005,149.139999,129.176361,3453100
2006-09-05,149.75,151.509995,149.050003,151.279999,131.029984,3576000
2006-09-06,150.649994,151.440002,149.919998,150.669998,130.501556,2962200
2006-09-07,150.100006,150.679993,148.350006,148.570007,128.682678,3577600
2006-09-08,151.0,151.0,147.520004,149.800003,129.74801599999998,3277400
2006-09-11,149.25,151.229996,149.149994,151.0,130.78741499999998,3134200
2006-09-12,154.75,159.75,154.71000700000002,158.28999299999998,137.101578,10644400
2006-09-13,157.699997,162.259995,156.809998,160.860001,139.32756,7605900
2006-09-14,159.75,163.179993,159.520004,162.520004,140.765366,5496800
2006-09-15,162.5,163.75,161.520004,162.71000700000002,140.92996200000002,6845100
2006-09-18,162.020004,164.800003,162.0,163.220001,141.371689,5733300
2006-09-19,163.080002,164.220001,162.309998,163.389999,141.518875,4851400
2006-09-20,164.630005,167.16000400000001,164.229996,166.600006,144.299332,6403800
2006-09-21,167.5,169.690002,165.860001,167.149994,144.775589,8052600
2006-09-22,166.949997,168.330002,165.759995,167.520004,145.0961,5103900
2006-09-25,167.899994,169.419998,167.0,168.690002,146.109467,4780000
2006-09-26,167.940002,169.919998,167.020004,168.679993,146.10083,6095300
2006-09-27,168.929993,169.899994,167.25,169.0,146.37799099999998,5185300
2006-09-28,168.949997,170.0,167.800003,170.0,147.24414099999998,4413800
2006-09-29,170.050003,171.149994,169.100006,169.169998,146.52516200000002,4394400
2006-10-02,168.509995,171.449997,168.509995,170.690002,147.841751,4143700
2006-10-03,170.440002,174.399994,170.100006,174.199997,150.881943,5823500
2006-10-04,173.309998,176.66000400000001,173.309998,176.559998,152.92598,8069400
2006-10-05,176.520004,176.520004,174.690002,175.5,152.007904,5749400
2006-10-06,174.320007,176.0,173.800003,175.649994,152.137833,4898200
2006-10-09,175.399994,177.490005,175.320007,177.449997,153.696869,3985500
2006-10-10,177.050003,179.850006,176.78999299999998,178.860001,154.91816699999998,6559900
2006-10-11,177.300003,178.970001,176.75,178.970001,155.013382,5615300
2006-10-12,179.270004,181.919998,178.610001,181.509995,157.213409,5754200
2006-10-13,181.21000700000002,183.96000700000002,180.649994,183.850006,159.240204,5163300
2006-10-16,183.820007,185.479996,183.08999599999999,185.220001,160.426819,4699100
2006-10-17,184.220001,184.71000700000002,182.139999,183.070007,158.564636,5867200
2006-10-18,184.070007,184.649994,181.850006,182.970001,158.47796599999998,6127000
2006-10-19,181.25,182.630005,179.899994,180.050003,156.247726,5560400
2006-10-20,179.720001,180.690002,178.850006,180.399994,156.551453,4206600
2006-10-23,180.229996,184.869995,180.21000700000002,184.699997,160.28298999999998,4695800
2006-10-24,184.520004,188.25,184.399994,187.83999599999999,163.007919,5516100
2006-10-25,188.639999,189.690002,187.16000400000001,188.610001,163.676117,5224400
2006-10-26,189.179993,193.600006,188.28999299999998,193.380005,167.815506,5732100
2006-10-27,192.009995,193.229996,188.389999,188.669998,163.728165,5703200
2006-10-30,188.0,190.550003,186.699997,189.75,164.665451,5354900
2006-10-31,190.0,191.020004,188.880005,189.78999299999998,164.70015,4548300
2006-11-01,191.0,192.21000700000002,184.75,185.0,160.543365,7731800
2006-11-02,184.509995,187.78999299999998,182.699997,187.389999,162.617401,6191000
2006-11-03,188.899994,188.949997,185.300003,187.130005,162.39176899999998,4153100
2006-11-06,187.679993,191.699997,187.679993,190.0,164.88237,4639000
2006-11-07,190.199997,191.419998,188.559998,188.679993,163.736862,3697900
2006-11-08,187.649994,189.919998,186.5,188.770004,163.81497199999998,3989800
2006-11-09,188.399994,189.0,184.779999,184.779999,160.352432,4488400
2006-11-10,185.46000700000002,187.070007,184.600006,187.059998,162.33102399999999,3319800
2006-11-13,187.649994,189.800003,187.229996,187.729996,162.912445,3382300
2006-11-14,188.399994,190.940002,185.399994,190.360001,165.194778,4702800
2006-11-15,190.369995,194.320007,189.83999599999999,193.110001,167.581207,5090900
2006-11-16,194.0,196.800003,194.0,196.720001,170.713989,4784000
2006-11-17,195.979996,197.0,194.880005,195.03999299999998,169.25611899999998,3397300
2006-11-20,195.350006,198.110001,195.029999,197.449997,171.347519,3344800
2006-11-21,199.0,199.889999,198.28999299999998,199.759995,173.352127,3447600
2006-11-22,200.0,202.470001,199.990005,202.28999299999998,175.547699,3057200
2006-11-24,200.229996,203.350006,199.149994,201.600006,174.948914,1978600
2006-11-27,201.350006,202.100006,193.110001,193.110001,167.581207,6328200
2006-11-28,193.0,197.490005,191.5,197.119995,171.061081,5864900
2006-11-29,197.990005,199.449997,193.059998,196.220001,170.280029,5915000
2006-11-30,195.979996,196.449997,193.179993,194.800003,169.047821,4082500
2006-12-01,195.699997,196.429993,191.520004,194.5,168.78743,4820900
2006-12-04,195.649994,200.080002,195.389999,200.050003,173.603745,4259100
2006-12-05,199.699997,202.25,198.21000700000002,201.610001,174.957504,3733000
2006-12-06,202.0,205.050003,201.0,205.0,177.899399,4133200
2006-12-07,206.699997,206.699997,200.0,200.199997,173.733932,5237500
2006-12-08,200.240005,205.259995,200.0,205.100006,177.986206,4968600
2006-12-11,205.5,205.5,201.83999599999999,202.520004,175.747253,5905800
2006-12-12,200.21000700000002,203.850006,198.440002,200.0,173.560394,8926200
2006-12-13,200.720001,201.779999,198.0,198.309998,172.093781,5823000
2006-12-14,199.199997,200.800003,197.630005,200.130005,173.673203,5081500
2006-12-15,200.610001,201.949997,199.800003,199.83999599999999,173.421524,5451400
2006-12-18,200.5,203.58999599999999,199.639999,203.240005,176.37204,6018800
2006-12-19,201.979996,202.669998,200.429993,201.240005,174.636459,4865700
2006-12-20,201.78999299999998,204.309998,201.240005,201.369995,174.74923700000002,4336800
2006-12-21,202.360001,202.690002,197.699997,198.100006,171.911545,4661800
2006-12-22,199.100006,199.149994,195.66000400000001,198.08999599999999,171.90283200000002,3500600
2006-12-26,198.899994,200.600006,198.28999299999998,199.860001,173.438828,2575600
2006-12-27,199.860001,202.28999299999998,199.720001,201.949997,175.252594,2887200
2006-12-28,202.330002,202.479996,199.759995,200.800003,174.25465400000002,2395600
2006-12-29,200.929993,202.399994,199.320007,199.350006,172.996323,2762500
2007-01-03,200.600006,203.320007,197.820007,200.720001,174.18516499999998,6494900
2007-01-04,200.220001,200.669998,198.070007,198.850006,172.562408,6460200
2007-01-05,198.429993,200.0,197.899994,199.050003,172.736008,5892900
2007-01-08,199.050003,203.949997,198.100006,203.729996,176.797318,7851000
2007-01-09,203.53999299999998,204.899994,202.0,204.080002,177.10105900000002,7147100
2007-01-10,203.399994,208.440002,201.5,208.110001,180.598236,8025700
2007-01-11,208.33999599999999,213.169998,207.600006,211.88000499999998,183.869843,9039400
2007-01-12,210.899994,214.22000099999997,210.399994,213.99000499999997,185.700928,6618900
2007-01-16,210.850006,215.13000499999998,210.850006,213.58999599999999,185.35372900000002,5846600
2007-01-17,212.19999700000002,214.08999599999999,210.850006,213.229996,185.041382,5306300
2007-01-18,213.75,214.809998,209.100006,209.679993,181.960754,6423200
2007-01-19,209.080002,211.440002,208.83999599999999,210.289993,182.795227,5333700
2007-01-22,211.08999599999999,213.25,209.600006,212.97000099999997,185.124802,4980700
2007-01-23,212.82000699999998,213.419998,210.649994,212.63999900000002,184.837952,6293400
2007-01-24,213.50999500000003,220.169998,213.02999900000003,220.100006,191.32261699999998,6386800
2007-01-25,219.830002,220.50999500000003,212.50999500000003,213.07000699999998,185.211746,7853800
2007-01-26,214.559998,214.899994,210.600006,213.5,185.585526,7458200
2007-01-29,213.899994,215.080002,210.13000499999998,211.039993,183.447113,5890700
2007-01-30,211.080002,212.309998,208.369995,208.779999,181.482605,6001000
2007-01-31,208.300003,212.75,207.28999299999998,212.16000400000001,184.420624,7235100
2007-02-01,213.440002,213.899994,209.729996,212.0,184.281586,5734500
2007-02-02,211.0,213.899994,211.0,213.42999300000002,185.524643,3527000
2007-02-05,213.30000299999998,213.72000099999997,211.5,212.55000299999998,184.759735,2995700
2007-02-06,213.289993,215.86000099999998,212.69999700000002,214.649994,186.585129,3803100
2007-02-07,215.02999900000003,215.850006,213.100006,213.55000299999998,185.628998,3621700
2007-02-08,212.08999599999999,215.210007,209.809998,213.899994,185.933197,5410500
2007-02-09,215.770004,219.25999500000003,210.580002,213.27999900000003,185.394226,9109300
2007-02-12,213.75,214.0,209.86999500000002,211.13000499999998,183.525375,5384400
2007-02-13,211.979996,213.30000299999998,210.47000099999997,212.52999900000003,184.742294,4022000
2007-02-14,213.69999700000002,219.100006,212.789993,217.399994,188.97554,7696400
2007-02-15,217.940002,218.83999599999999,216.41000400000001,216.82000699999998,188.47142,3627200
2007-02-16,215.960007,217.5,215.020004,216.919998,188.558334,3118500
2007-02-20,218.330002,221.899994,215.97000099999997,220.940002,192.05273400000002,6225500
2007-02-21,219.25,221.5,218.16000400000001,220.149994,191.365997,5225500
2007-02-22,221.0,222.75,218.0,218.97000099999997,190.34028600000002,4273400
2007-02-23,219.16000400000001,219.80000299999998,215.55000299999998,216.5,188.193222,5507400
2007-02-26,217.99000499999997,218.36999500000002,212.66000400000001,214.0,186.020111,5552700
2007-02-27,209.75,210.399994,194.649994,196.0,170.373581,18817600
2007-02-28,200.399994,203.850006,197.78999299999998,201.75,175.371811,15940000
2007-03-01,197.119995,202.699997,194.080002,199.66000400000001,173.55508400000002,14141300
2007-03-02,198.199997,200.919998,195.58999599999999,195.669998,170.086716,9842200
2007-03-05,193.550003,197.490005,189.850006,190.0,165.158066,13391800
2007-03-06,193.899994,198.199997,193.699997,197.369995,171.56445300000001,10796300
2007-03-07,197.479996,199.0,195.5,195.58999599999999,170.017166,8459500
2007-03-08,198.029999,202.020004,198.0,199.940002,173.798447,10789400
2007-03-09,202.949997,202.990005,198.860001,201.699997,175.328339,7676900
2007-03-12,200.0,202.889999,198.860001,202.600006,176.110626,9623200
2007-03-13,204.96000700000002,208.559998,198.520004,199.029999,173.00735500000002,31973100
2007-03-14,200.0,202.16000400000001,197.53999299999998,200.149994,173.980988,20394300
2007-03-15,200.0,202.369995,199.5,200.889999,174.624176,9741600
2007-03-16,200.78999299999998,201.050003,198.270004,199.0,172.981339,10875200
2007-03-19,201.320007,202.5,200.440002,202.440002,175.97155800000002,8186200
2007-03-20,202.490005,204.429993,202.0,204.0,177.32756,6641900
2007-03-21,205.33999599999999,211.50999500000003,204.16000400000001,210.94999700000002,183.368896,10934100
2007-03-22,211.69999700000002,211.75,209.28999299999998,210.080002,182.612671,8016100
2007-03-23,210.059998,211.88999900000002,209.71000700000002,211.88999900000002,184.185974,5106800
2007-03-26,212.00999500000003,212.22000099999997,209.300003,211.729996,184.046875,6525100
2007-03-27,211.00999500000003,211.729996,209.74000499999997,209.86999500000002,182.430099,4806100
2007-03-28,208.21000700000002,208.669998,206.190002,206.759995,179.72673,7991200
2007-03-29,208.08999599999999,208.889999,206.300003,207.199997,180.109253,6380800
2007-03-30,207.440002,209.029999,204.699997,206.630005,179.61373899999998,5177000
2007-04-02,207.669998,207.679993,203.28999299999998,205.649994,178.761856,5797000
2007-04-03,207.0,209.75,206.470001,209.75,182.32578999999998,5015300
2007-04-04,209.449997,209.94999700000002,208.21000700000002,208.78999299999998,181.491318,4141600
2007-04-05,208.5,208.5,207.41000400000001,207.929993,180.743759,3010800
2007-04-09,208.570007,209.86999500000002,207.449997,208.940002,181.621689,3610500
2007-04-10,208.300003,209.809998,208.21000700000002,209.050003,181.717346,3002700
2007-04-11,208.699997,208.869995,206.610001,206.929993,179.874512,5550400
2007-04-12,206.25,207.520004,205.389999,207.050003,179.978775,3946200
2007-04-13,207.949997,207.949997,205.610001,206.5,179.500702,4320400
2007-04-16,208.240005,215.229996,208.119995,214.520004,186.472137,10003000
2007-04-17,215.149994,216.86999500000002,213.539993,214.899994,186.802475,6064400
2007-04-18,214.100006,218.539993,213.97000099999997,216.75,188.410553,6077200
2007-04-19,215.33999599999999,221.710007,214.80000299999998,219.289993,190.6185,8880000
2007-04-20,221.229996,222.190002,218.36999500000002,220.0,191.541351,7393900
2007-04-23,221.0,223.979996,220.479996,222.419998,193.648254,5816300
2007-04-24,222.75,223.24000499999997,218.710007,220.72000099999997,192.16821299999998,6724800
2007-04-25,221.899994,226.05000299999998,220.100006,225.600006,196.416885,7627000
2007-04-26,225.899994,226.61000099999998,224.169998,224.809998,195.72908,4730800
2007-04-27,224.05000299999998,225.710007,222.99000499999997,224.27999900000003,195.267731,3597400
2007-04-30,224.36000099999998,224.979996,218.479996,218.61000099999998,190.331131,5484500
2007-05-01,219.080002,219.91000400000001,215.350006,218.580002,190.305038,6295500
2007-05-02,218.0,221.919998,217.44999700000002,219.49000499999997,191.097275,4859500
2007-05-03,220.38999900000002,221.92999300000002,218.55000299999998,221.559998,192.899567,4414600
2007-05-04,222.600006,227.33999599999999,221.42999300000002,227.33999599999999,197.93185400000002,5632300
2007-05-07,227.0,229.899994,225.600006,227.22000099999997,197.827377,4637000
2007-05-08,225.919998,225.99000499999997,222.960007,224.94999700000002,195.851044,4879700
2007-05-09,224.94999700000002,227.67999300000002,223.350006,226.57000699999998,197.261414,5195100
2007-05-10,225.5,226.979996,222.94999700000002,223.100006,194.24035600000002,4963100
2007-05-11,223.91000400000001,227.55000299999998,223.600006,227.5,198.071167,4956100
2007-05-14,228.02999900000003,229.0,225.350006,226.17999300000002,196.92189,4761900
2007-05-15,226.190002,228.330002,224.25999500000003,224.38000499999998,195.354782,5771800
2007-05-16,225.58999599999999,227.960007,224.520004,227.11000099999998,197.731644,5161400
2007-05-17,226.75,227.92999300000002,225.25,227.38000499999998,197.966721,4185200
2007-05-18,228.55000299999998,231.22000099999997,227.94999700000002,230.33999599999999,200.543793,6726900
2007-05-21,230.649994,231.690002,228.559998,229.229996,199.577377,7778600
2007-05-22,229.789993,231.66000400000001,228.75,230.710007,200.865875,3568400
2007-05-23,231.69999700000002,232.41000400000001,228.42999300000002,228.539993,198.976563,4276600
2007-05-24,229.36999500000002,230.75,225.05000299999998,225.67999300000002,196.486618,6211000
2007-05-25,226.809998,226.94999700000002,224.190002,225.52999900000003,196.35600300000002,4068800
2007-05-29,226.25,228.899994,226.02999900000003,228.440002,198.889587,3734700
2007-05-30,226.25,232.0,225.600006,232.0,201.98902900000002,5393000
2007-05-31,232.210007,233.97000099999997,230.08999599999999,230.82000699999998,200.9617,4578100
2007-06-01,232.080002,232.88999900000002,229.58999599999999,230.710007,200.865875,4093200
2007-06-04,230.0,230.649994,227.940002,229.710007,199.9953,3411600
2007-06-05,229.36000099999998,230.330002,228.25,229.36000099999998,199.690582,3676600
2007-06-06,227.770004,227.940002,224.850006,227.350006,197.94061299999998,4411400
2007-06-07,226.289993,227.419998,219.33999599999999,220.05000299999998,191.584869,8363600
2007-06-08,220.100006,225.07000699999998,218.75,225.059998,195.94679299999999,5903000
2007-06-11,225.600006,227.57000699999998,224.13000499999998,227.16000400000001,197.77513100000002,4285600
2007-06-12,226.899994,231.11999500000002,225.580002,227.850006,198.37587,7474500
2007-06-13,229.0,233.63999900000002,228.0,233.63999900000002,203.416885,7359000
